date,channel,traffic,conversion_rate,signups
2026-01-01,organic,3998.0,0.0459,188.0
2026-01-01,paid,2805.0,0.0578,153.0
2026-01-01,referral,830.0,0.1002,71.0
2026-01-02,organic,3988.0,0.046,178.0
2026-01-02,paid,2303.0,0.0675,148.0
2026-01-02,referral,777.0,0.1069,68.0
2026-01-03,organic,2517.0,0.0418,106.0
2026-01-03,paid,1335.0,0.0571,81.0
2026-01-03,referral,541.0,0.0937,51.0
2026-01-04,organic,2204.0,0.0488,113.0
2026-01-04,paid,1295.0,0.0589,82.0
2026-01-04,referral,460.0,0.0822,41.0
2026-01-05,organic,4132.0,0.0416,177.0
2026-01-05,paid,2778.0,0.0553,149.0
2026-01-05,referral,963.0,0.0929,83.0
2026-01-06,organic,4088.0,0.0441,194.0
2026-01-06,paid,2701.0,0.0623,173.0
2026-01-06,referral,913.0,0.0912,91.0
2026-01-07,organic,4276.0,0.0476,218.0
2026-01-07,paid,2791.0,0.0616,155.0
2026-01-07,referral,907.0,0.088,69.0
2026-01-08,organic,4157.0,0.05,224.0
2026-01-08,paid,2442.0,0.0705,179.0
2026-01-08,referral,938.0,0.0917,82.0
2026-01-09,organic,3684.0,0.0516,200.0
2026-01-09,paid,2294.0,0.0613,146.0
2026-01-09,referral,903.0,0.0788,71.0
2026-01-10,organic,2400.0,0.0479,122.0
2026-01-10,paid,1611.0,0.0515,92.0
2026-01-10,referral,512.0,0.0918,44.0
2026-01-11,organic,2236.0,0.0454,95.0
2026-01-11,paid,1452.0,0.0616,86.0
2026-01-11,referral,472.0,0.0828,38.0
2026-01-12,organic,4221.0,0.0379,155.0
2026-01-12,paid,2672.0,0.0604,168.0
2026-01-12,referral,869.0,0.0931,78.0
2026-01-13,organic,4642.0,0.0516,242.0
2026-01-13,paid,2643.0,0.0626,141.0
2026-01-13,referral,1007.0,0.0966,85.0
2026-01-14,organic,3875.0,0.0458,168.0
2026-01-14,paid,2707.0,0.0529,143.0
2026-01-14,referral,980.0,0.0838,96.0
2026-01-15,organic,4709.0,0.041,195.0
2026-01-15,paid,2568.0,0.0657,162.0
2026-01-15,referral,827.0,0.0951,79.0
2026-01-16,organic,3869.0,0.046,160.0
2026-01-16,paid,2240.0,0.0651,141.0
2026-01-16,referral,842.0,0.0935,95.0
2026-01-17,organic,2554.0,0.0471,110.0
2026-01-17,paid,1405.0,0.0644,98.0
2026-01-17,referral,534.0,0.092,55.0
