date,channel,traffic,conversion_rate,signups
2026-01-01,organic,4465.0,0.0514,235.0
2026-01-01,paid,2426.0,0.0593,132.0
2026-01-01,referral,982.0,0.1008,87.0
2026-01-02,organic,3841.0,0.0411,154.0
2026-01-02,paid,2559.0,0.0686,154.0
2026-01-02,referral,809.0,0.0841,59.0
2026-01-03,organic,2451.0,0.0419,88.0
2026-01-03,paid,1528.0,0.061,98.0
2026-01-03,referral,575.0,0.0862,47.0
2026-01-04,organic,2086.0,0.0522,106.0
2026-01-04,paid,1363.0,0.0634,75.0
2026-01-04,referral,519.0,0.0973,51.0
2026-01-05,organic,3822.0,0.0395,151.0
2026-01-05,paid,2551.0,0.0614,172.0
2026-01-05,referral,978.0,0.1004,97.0
2026-01-06,organic,3831.0,0.0466,181.0
2026-01-06,paid,2553.0,0.0626,153.0
2026-01-06,referral,949.0,0.0991,105.0
2026-01-07,organic,4626.0,0.0426,215.0
2026-01-07,paid,2499.0,0.0614,137.0
2026-01-07,referral,918.0,0.0914,107.0
2026-01-08,organic,3921.0,0.0501,204.0
2026-01-08,paid,2475.0,0.0607,150.0
2026-01-08,referral,973.0,0.0923,87.0
2026-01-09,organic,3295.0,0.0388,114.0
2026-01-09,paid,2011.0,0.0562,99.0
2026-01-09,referral,899.0,0.0994,83.0
2026-01-10,organic,2430.0,0.0426,112.0
2026-01-10,paid,1593.0,0.064,93.0
2026-01-10,referral,481.0,0.0929,47.0
2026-01-11,organic,2239.0,0.0456,112.0
2026-01-11,paid,1414.0,0.0557,74.0
2026-01-11,referral,501.0,0.091,50.0
2026-01-12,organic,4163.0,0.0446,194.0
2026-01-12,paid,2470.0,0.0585,137.0
2026-01-12,referral,988.0,0.0948,76.0
2026-01-13,organic,3917.0,0.045,182.0
2026-01-13,paid,2725.0,0.0569,144.0
2026-01-13,referral,925.0,0.087,85.0
2026-01-14,organic,5111.0,0.0463,241.0
2026-01-14,paid,2707.0,0.0634,184.0
2026-01-14,referral,931.0,0.0918,84.0
2026-01-15,organic,4605.0,0.0487,242.0
2026-01-15,paid,2463.0,0.0661,160.0
2026-01-15,referral,945.0,0.0975,86.0
2026-01-16,organic,3886.0,0.0411,154.0
2026-01-16,paid,2178.0,0.0625,135.0
2026-01-16,referral,785.0,0.0843,76.0
2026-01-17,organic,2629.0,0.0487,130.0
2026-01-17,paid,1482.0,0.0547,83.0
2026-01-17,referral,496.0,0.0945,46.0
2026-01-18,organic,2172.0,0.0425,98.0
2026-01-18,paid,1420.0,0.0618,94.0
2026-01-18,referral,477.0,0.0905,52.0
2026-01-19,organic,4217.0,0.0436,195.0
2026-01-19,paid,2875.0,0.0647,188.0
2026-01-19,referral,1040.0,0.1013,97.0
2026-01-20,organic,3831.0,0.0404,155.0
2026-01-20,paid,2741.0,0.0575,132.0
2026-01-20,referral,949.0,0.09,94.0
2026-01-21,organic,4620.0,0.0499,246.0
2026-01-21,paid,2595.0,0.0636,175.0
2026-01-21,referral,1013.0,0.0941,90.0
2026-01-22,organic,3927.0,0.0464,179.0
2026-01-22,paid,2494.0,0.0592,157.0
2026-01-22,referral,937.0,0.0918,92.0
2026-01-23,organic,3837.0,0.0478,181.0
2026-01-23,paid,2147.0,0.0538,125.0
2026-01-23,referral,877.0,0.0921,80.0
2026-01-24,organic,2302.0,0.051,128.0
2026-01-24,paid,1649.0,0.0571,89.0
2026-01-24,referral,565.0,0.0844,49.0
2026-01-25,organic,2226.0,0.0444,96.0
2026-01-25,paid,1575.0,0.0603,89.0
2026-01-25,referral,513.0,0.0882,48.0
2026-01-26,organic,3915.0,0.0408,159.0
2026-01-26,paid,2234.0,0.0623,127.0
2026-01-26,referral,786.0,0.0911,69.0
2026-01-27,organic,4259.0,0.0385,167.0
2026-01-27,paid,2793.0,0.0631,172.0
2026-01-27,referral,910.0,0.0851,86.0
2026-01-28,organic,4427.0,0.0416,198.0
2026-01-28,paid,2544.0,0.0531,118.0
2026-01-28,referral,879.0,0.098,86.0
2026-01-29,organic,4328.0,0.0531,227.0
2026-01-29,paid,2426.0,0.0532,128.0
2026-01-29,referral,896.0,0.0801,82.0
2026-01-30,organic,3944.0,0.0446,177.0
2026-01-30,paid,2822.0,0.0656,211.0
2026-01-30,referral,833.0,0.0874,61.0
2026-01-31,organic,2554.0,0.0436,123.0
2026-01-31,paid,1524.0,0.0617,94.0
2026-01-31,referral,503.0,0.0828,41.0
2026-02-01,organic,2210.0,0.0468,99.0
2026-02-01,paid,1346.0,0.0612,90.0
2026-02-01,referral,490.0,0.0912,46.0
2026-02-02,organic,4364.0,0.0477,219.0
2026-02-02,paid,2481.0,0.057,137.0
2026-02-02,referral,905.0,0.0832,65.0
2026-02-03,organic,4563.0,0.0413,202.0
