date,channel,traffic,conversion_rate,signups
2026-01-01,organic,3762.0,0.0402,145.0
2026-01-01,paid,2261.0,0.0591,141.0
2026-01-01,referral,999.0,0.1,103.0
2026-01-02,organic,3996.0,0.0504,209.0
2026-01-02,paid,2369.0,0.0669,166.0
2026-01-02,referral,874.0,0.0919,86.0
2026-01-03,organic,2383.0,0.0441,111.0
2026-01-03,paid,1337.0,0.0675,81.0
2026-01-03,referral,537.0,0.1005,52.0
2026-01-04,organic,2406.0,0.0419,115.0
2026-01-04,paid,1473.0,0.0561,85.0
2026-01-04,referral,521.0,0.0971,40.0
2026-01-05,organic,3914.0,0.0453,182.0
2026-01-05,paid,2959.0,0.0602,167.0
2026-01-05,referral,990.0,0.0892,95.0
2026-01-06,organic,4604.0,0.0438,220.0
2026-01-06,paid,2643.0,0.058,143.0
2026-01-06,referral,1052.0,0.086,75.0
2026-01-07,organic,4258.0,0.0469,209.0
2026-01-07,paid,2597.0,0.0501,125.0
2026-01-07,referral,1078.0,0.0937,101.0
2026-01-08,organic,4293.0,0.0432,206.0
2026-01-08,paid,2548.0,0.0608,156.0
2026-01-08,referral,910.0,0.0855,88.0
2026-01-09,organic,3731.0,0.0435,151.0
2026-01-09,paid,2217.0,0.0698,136.0
2026-01-09,referral,809.0,0.0907,67.0
2026-01-10,organic,2502.0,0.0401,97.0
2026-01-10,paid,1472.0,0.0661,106.0
2026-01-10,referral,548.0,0.0973,64.0
2026-01-11,organic,2281.0,0.0409,93.0
2026-01-11,paid,1379.0,0.0634,85.0
2026-01-11,referral,524.0,0.0892,55.0
2026-01-12,organic,4269.0,0.0374,169.0
2026-01-12,paid,2409.0,0.0567,164.0
2026-01-12,referral,959.0,0.0913,88.0
2026-01-13,organic,3983.0,0.0476,189.0
2026-01-13,paid,3043.0,0.0613,190.0
2026-01-13,referral,940.0,0.0885,81.0
2026-01-14,organic,4609.0,0.0508,215.0
2026-01-14,paid,2676.0,0.0643,188.0
2026-01-14,referral,965.0,0.0918,90.0
2026-01-15,organic,4168.0,0.0449,183.0
2026-01-15,paid,2697.0,0.055,155.0
2026-01-15,referral,947.0,0.0857,92.0
2026-01-16,organic,4147.0,0.0519,230.0
2026-01-16,paid,2287.0,0.0581,134.0
2026-01-16,referral,906.0,0.1019,93.0
2026-01-17,organic,2343.0,0.0404,91.0
2026-01-17,paid,1329.0,0.0624,83.0
2026-01-17,referral,529.0,0.1011,51.0
2026-01-18,organic,2165.0,0.0487,111.0
2026-01-18,paid,1174.0,0.0471,54.0
2026-01-18,referral,457.0,0.0921,29.0
2026-01-19,organic,4072.0,0.0513,190.0
2026-01-19,paid,2790.0,0.061,173.0
2026-01-19,referral,971.0,0.0987,99.0
2026-01-20,organic,4708.0,0.0461,231.0
2026-01-20,paid,2500.0,0.0594,154.0
2026-01-20,referral,868.0,0.0924,100.0
2026-01-21,organic,4080.0,0.0459,170.0
2026-01-21,paid,2687.0,0.0662,185.0
2026-01-21,referral,923.0,0.0859,66.0
2026-01-22,organic,4392.0,0.041,179.0
2026-01-22,paid,2677.0,0.0573,146.0
2026-01-22,referral,1007.0,0.0917,98.0
2026-01-23,organic,3419.0,0.0418,144.0
2026-01-23,paid,2285.0,0.0637,151.0
2026-01-23,referral,825.0,0.0822,76.0
2026-01-24,organic,2583.0,0.0468,131.0
2026-01-24,paid,1499.0,0.0567,88.0
2026-01-24,referral,499.0,0.0862,43.0
2026-01-25,organic,2112.0,0.0423,80.0
2026-01-25,paid,1277.0,0.0577,78.0
2026-01-25,referral,468.0,0.0826,42.0
2026-01-26,organic,3983.0,0.0465,185.0
2026-01-26,paid,2829.0,0.059,164.0
2026-01-26,referral,888.0,0.0889,70.0
2026-01-27,organic,4597.0,0.0469,212.0
2026-01-27,paid,2621.0,0.0574,150.0
2026-01-27,referral,1000.0,0.0842,86.0
2026-01-28,organic,4264.0,0.0457,190.0
2026-01-28,paid,2684.0,0.0624,151.0
2026-01-28,referral,878.0,0.0784,64.0
2026-01-29,organic,4323.0,0.0462,203.0
2026-01-29,paid,2785.0,0.0617,161.0
2026-01-29,referral,874.0,0.0927,76.0
2026-01-30,organic,4062.0,0.0478,195.0
2026-01-30,paid,2711.0,0.0614,181.0
2026-01-30,referral,955.0,0.0889,83.0
2026-01-31,organic,2370.0,0.0462,116.0
2026-01-31,paid,1389.0,0.0595,98.0
2026-01-31,referral,528.0,0.0963,60.0
2026-02-01,organic,2283.0,0.0444,105.0
2026-02-01,paid,1398.0,0.0615,82.0
2026-02-01,referral,486.0,0.106,46.0
2026-02-02,organic,3590.0,0.0382,147.0
2026-02-02,paid,2786.0,0.0586,144.0
2026-02-02,referral,906.0,0.1003,95.0
2026-02-03,organic,4675.0,0.0414,197.0
2026-02-03,paid,2859.0,0.0606,166.0
2026-02-03,referral,1058.0,0.0969,108.0
2026-02-04,organic,3959.0,0.0436,179.0
2026-02-04,paid,2611.0,0.0605,148.0
2026-02-04,referral,940.0,0.0845,73.0
2026-02-05,organic,4014.0,0.0511,221.0
2026-02-05,paid,2551.0,0.0563,150.0
2026-02-05,referral,899.0,0.1087,104.0
2026-02-06,organic,3654.0,0.0464,161.0
2026-02-06,paid,2229.0,0.0595,134.0
2026-02-06,referral,896.0,0.0923,78.0
2026-02-07,organic,2395.0,0.0489,112.0
2026-02-07,paid,1530.0,0.0616,83.0
2026-02-07,referral,534.0,0.0957,42.0
2026-02-08,organic,2121.0,0.02425,51.0
2026-02-08,paid,1290.0,0.033,43.0
2026-02-08,referral,478.0,0.0427,20.0
2026-02-09,organic,4014.0,0.01975,79.0
2026-02-09,paid,2640.0,0.0296,78.0
2026-02-09,referral,993.0,0.04655,46.0
2026-02-10,organic,4640.0,0.02225,103.0
2026-02-10,paid,2536.0,0.03215,82.0
2026-02-10,referral,947.0,0.04165,39.0
2026-02-11,organic,4823.0,0.02255,109.0
2026-02-11,paid,2675.0,0.0334,89.0
2026-02-11,referral,919.0,0.047,43.0
2026-02-12,organic,4529.0,0.02325,105.0
2026-02-12,paid,2946.0,0.0308,91.0
2026-02-12,referral,922.0,0.04175,38.0
2026-02-13,organic,3847.0,0.02345,90.0
2026-02-13,paid,2470.0,0.02905,72.0
2026-02-13,referral,785.0,0.04435,35.0
2026-02-14,organic,2459.0,0.02235,55.0
2026-02-14,paid,1468.0,0.02625,39.0
2026-02-14,referral,566.0,0.0436,25.0
2026-02-15,organic,1946.0,0.02165,42.0
2026-02-15,paid,1216.0,0.03,36.0
2026-02-15,referral,489.0,0.0456,22.0
2026-02-16,organic,3720.0,0.0222,83.0
2026-02-16,paid,2532.0,0.0298,75.0
2026-02-16,referral,904.0,0.04405,40.0
2026-02-17,organic,4626.0,0.02465,114.0
2026-02-17,paid,2540.0,0.03315,84.0
2026-02-17,referral,850.0,0.0456,39.0
2026-02-18,organic,4456.0,0.026,116.0
2026-02-18,paid,2620.0,0.0269,70.0
2026-02-18,referral,988.0,0.0397,39.0
2026-02-19,organic,4315.0,0.0245,106.0
2026-02-19,paid,2454.0,0.0303,74.0
2026-02-19,referral,919.0,0.0479,44.0
2026-02-20,organic,4119.0,0.0217,89.0
2026-02-20,paid,2254.0,0.0328,74.0
2026-02-20,referral,945.0,0.04665,44.0
2026-02-21,organic,2299.0,0.0208,48.0
2026-02-21,paid,1376.0,0.03125,43.0
2026-02-21,referral,494.0,0.04025,20.0
2026-02-22,organic,2310.0,0.02225,51.0
2026-02-22,paid,1607.0,0.0308,49.0
2026-02-22,referral,486.0,0.0472,23.0
2026-02-23,organic,4727.0,0.0233,110.0
2026-02-23,paid,2380.0,0.027,64.0
2026-02-23,referral,995.0,0.0494,49.0
2026-02-24,organic,4354.0,0.0193,84.0
2026-02-24,paid,2761.0,0.03165,87.0
2026-02-24,referral,980.0,0.04235,42.0
2026-02-25,organic,4923.0,0.0215,106.0
2026-02-25,paid,2712.0,0.03665,99.0
2026-02-25,referral,972.0,0.0406,39.0
2026-02-26,organic,4172.0,0.0242,101.0
2026-02-26,paid,2510.0,0.031,78.0
2026-02-26,referral,847.0,0.0482,41.0
2026-02-27,organic,3754.0,0.02285,86.0
2026-02-27,paid,2413.0,0.0269,65.0
2026-02-27,referral,940.0,0.0411,39.0
2026-02-28,organic,2377.0,0.02165,51.0
2026-02-28,paid,1483.0,0.0313,46.0
2026-02-28,referral,537.0,0.0487,26.0
2026-03-01,organic,2617.0,0.02085,55.0
2026-03-01,paid,1440.0,0.03075,44.0
2026-03-01,referral,499.0,0.04565,23.0
2026-03-02,organic,4729.0,0.02245,106.0
2026-03-02,paid,2726.0,0.02525,69.0
2026-03-02,referral,904.0,0.04585,41.0
2026-03-03,organic,4318.0,0.02285,99.0
2026-03-03,paid,2378.0,0.0233,55.0
2026-03-03,referral,906.0,0.0463,42.0
2026-03-04,organic,4317.0,0.02245,97.0
2026-03-04,paid,2809.0,0.03125,88.0
2026-03-04,referral,982.0,0.04935,48.0
2026-03-05,organic,4476.0,0.02185,98.0
2026-03-05,paid,2409.0,0.03035,73.0
2026-03-05,referral,793.0,0.04575,36.0
2026-03-06,organic,3646.0,0.0229,83.0
2026-03-06,paid,2273.0,0.0306,70.0
2026-03-06,referral,815.0,0.0414,34.0
2026-03-07,organic,2493.0,0.0274,68.0
2026-03-07,paid,1435.0,0.02925,42.0
2026-03-07,referral,535.0,0.04655,25.0
2026-03-08,organic,2112.0,0.0197,42.0
2026-03-08,paid,1352.0,0.03215,43.0
2026-03-08,referral,454.0,0.0444,20.0
2026-03-09,organic,3769.0,0.02175,82.0
2026-03-09,paid,2384.0,0.02875,69.0
2026-03-09,referral,936.0,0.0424,40.0
2026-03-10,organic,4721.0,0.0242,114.0
2026-03-10,paid,2922.0,0.02905,85.0
2026-03-10,referral,1061.0,0.04385,47.0
2026-03-11,organic,4380.0,0.02185,96.0
2026-03-11,paid,2556.0,0.0331,85.0
2026-03-11,referral,1024.0,0.04525,46.0
2026-03-12,organic,4062.0,0.0235,95.0
2026-03-12,paid,2631.0,0.0332,87.0
2026-03-12,referral,933.0,0.04325,40.0
2026-03-13,organic,4079.0,0.02165,88.0
2026-03-13,paid,2461.0,0.02945,72.0
