date,channel,traffic,conversion_rate,signups
2026-01-01,organic,3998.0,0.0402,173.0
2026-01-01,paid,2804.0,0.0605,184.0
2026-01-01,referral,987.0,0.1018,94.0
2026-01-02,organic,3582.0,0.0508,184.0
2026-01-02,paid,2285.0,0.0577,145.0
2026-01-02,referral,852.0,0.0858,67.0
2026-01-03,organic,2259.0,0.0444,99.0
2026-01-03,paid,1497.0,0.0585,88.0
2026-01-03,referral,505.0,0.0802,37.0
2026-01-04,organic,2354.0,0.0476,114.0
2026-01-04,paid,1284.0,0.0602,88.0
2026-01-04,referral,488.0,0.0882,37.0
2026-01-05,organic,4386.0,0.041,173.0
2026-01-05,paid,2853.0,0.0627,165.0
2026-01-05,referral,911.0,0.0895,74.0
2026-01-06,organic,4369.0,0.0449,201.0
2026-01-06,paid,2675.0,0.0612,161.0
2026-01-06,referral,1024.0,0.0807,91.0
2026-01-07,organic,4068.0,0.0409,168.0
2026-01-07,paid,2494.0,0.0629,159.0
2026-01-07,referral,972.0,0.0868,94.0
2026-01-08,organic,4083.0,0.0433,169.0
2026-01-08,paid,2641.0,0.0691,201.0
2026-01-08,referral,1043.0,0.0925,109.0
2026-01-09,organic,3804.0,0.0428,154.0
2026-01-09,paid,2382.0,0.0651,157.0
2026-01-09,referral,951.0,0.0813,85.0
2026-01-10,organic,2247.0,0.0413,96.0
2026-01-10,paid,1452.0,0.0603,86.0
2026-01-10,referral,568.0,0.0933,52.0
2026-01-11,organic,2282.0,0.0455,108.0
2026-01-11,paid,1347.0,0.0638,86.0
2026-01-11,referral,553.0,0.0979,50.0
2026-01-12,organic,4208.0,0.0385,174.0
2026-01-12,paid,2876.0,0.0562,151.0
2026-01-12,referral,924.0,0.0834,69.0
2026-01-13,organic,4482.0,0.0417,180.0
2026-01-13,paid,2586.0,0.057,128.0
2026-01-13,referral,1025.0,0.083,75.0
2026-01-14,organic,3701.0,0.043,160.0
2026-01-14,paid,2680.0,0.0589,152.0
2026-01-14,referral,1098.0,0.0862,92.0
2026-01-15,organic,4301.0,0.0415,189.0
2026-01-15,paid,2687.0,0.0558,118.0
2026-01-15,referral,1051.0,0.0899,95.0
2026-01-16,organic,4131.0,0.0431,187.0
2026-01-16,paid,2375.0,0.0657,155.0
2026-01-16,referral,896.0,0.085,55.0
2026-01-17,organic,2648.0,0.0481,114.0
2026-01-17,paid,1487.0,0.0595,88.0
2026-01-17,referral,537.0,0.11,49.0
2026-01-18,organic,2354.0,0.0372,67.0
2026-01-18,paid,1177.0,0.0544,62.0
2026-01-18,referral,462.0,0.0873,39.0
2026-01-19,organic,4032.0,0.0448,171.0
2026-01-19,paid,2834.0,0.0617,180.0
2026-01-19,referral,872.0,0.0849,84.0
2026-01-20,organic,4349.0,0.0438,180.0
2026-01-20,paid,2746.0,0.0614,167.0
2026-01-20,referral,952.0,0.0896,88.0
2026-01-21,organic,4112.0,0.0386,165.0
2026-01-21,paid,2981.0,0.0635,191.0
2026-01-21,referral,979.0,0.0888,93.0
2026-01-22,organic,4518.0,0.0449,194.0
2026-01-22,paid,2254.0,0.0625,138.0
2026-01-22,referral,949.0,0.083,74.0
2026-01-23,organic,3594.0,0.0419,150.0
2026-01-23,paid,2290.0,0.0528,132.0
2026-01-23,referral,916.0,0.0896,83.0
2026-01-24,organic,2467.0,0.0482,101.0
2026-01-24,paid,1688.0,0.059,87.0
2026-01-24,referral,495.0,0.0854,41.0
2026-01-25,organic,2026.0,0.0523,94.0
2026-01-25,paid,1413.0,0.0685,90.0
2026-01-25,referral,458.0,0.0895,37.0
2026-01-26,organic,4020.0,0.0448,202.0
2026-01-26,paid,2416.0,0.0592,149.0
2026-01-26,referral,1009.0,0.0995,91.0
2026-01-27,organic,4251.0,0.0436,180.0
2026-01-27,paid,2497.0,0.052,134.0
2026-01-27,referral,932.0,0.0832,66.0
2026-01-28,organic,4214.0,0.0448,174.0
2026-01-28,paid,2785.0,0.0617,186.0
2026-01-28,referral,997.0,0.0886,88.0
2026-01-29,organic,3520.0,0.0462,174.0
2026-01-29,paid,2739.0,0.0611,167.0
2026-01-29,referral,995.0,0.0857,84.0
2026-01-30,organic,3688.0,0.0436,169.0
2026-01-30,paid,2612.0,0.0583,153.0
2026-01-30,referral,892.0,0.0958,96.0
2026-01-31,organic,2629.0,0.0425,94.0
2026-01-31,paid,1529.0,0.0548,91.0
2026-01-31,referral,490.0,0.1029,34.0
2026-02-01,organic,2270.0,0.0437,88.0
2026-02-01,paid,1451.0,0.0645,93.0
2026-02-01,referral,489.0,0.098,50.0
2026-02-02,organic,4080.0,0.0495,201.0
2026-02-02,paid,2544.0,0.061,153.0
2026-02-02,referral,962.0,0.0931,92.0
2026-02-03,organic,4666.0,0.0393,180.0
2026-02-03,paid,2588.0,0.0639,174.0
2026-02-03,referral,1089.0,0.096,111.0
2026-02-04,organic,4555.0,0.0448,187.0
2026-02-04,paid,2735.0,0.0545,167.0
2026-02-04,referral,935.0,0.0904,79.0
2026-02-05,organic,4048.0,0.0488,196.0
2026-02-05,paid,2660.0,0.0604,147.0
2026-02-05,referral,982.0,0.0937,97.0
2026-02-06,organic,3598.0,0.0503,176.0
2026-02-06,paid,2466.0,0.0574,138.0
2026-02-06,referral,875.0,0.0849,72.0
2026-02-07,organic,2353.0,0.0473,112.0
2026-02-07,paid,1619.0,0.0529,90.0
2026-02-07,referral,565.0,0.096,60.0
2026-02-08,organic,2289.0,0.0412,94.0
2026-02-08,paid,1399.0,0.0459,66.0
2026-02-08,referral,490.0,0.0919,37.0
2026-02-09,organic,4305.0,0.0441,197.0
2026-02-09,paid,2859.0,0.053,161.0
2026-02-09,referral,1057.0,0.0882,86.0
2026-02-10,organic,4076.0,0.0377,142.0
2026-02-10,paid,2380.0,0.055,145.0
2026-02-10,referral,986.0,0.0981,104.0
2026-02-11,organic,4668.0,0.0408,189.0
2026-02-11,paid,2379.0,0.0511,130.0
2026-02-11,referral,955.0,0.087,71.0
2026-02-12,organic,4461.0,0.0509,213.0
2026-02-12,paid,2452.0,0.0659,178.0
2026-02-12,referral,961.0,0.0907,81.0
2026-02-13,organic,3717.0,0.0472,184.0
2026-02-13,paid,1907.0,0.0662,125.0
2026-02-13,referral,841.0,0.0854,73.0
2026-02-14,organic,2364.0,0.0449,96.0
2026-02-14,paid,1370.0,0.0613,94.0
2026-02-14,referral,463.0,0.0944,40.0
2026-02-15,organic,2261.0,0.0411,92.0
2026-02-15,paid,1440.0,0.0648,98.0
2026-02-15,referral,492.0,0.0908,39.0
2026-02-16,organic,3892.0,0.0459,180.0
2026-02-16,paid,2943.0,0.0564,184.0
2026-02-16,referral,909.0,0.0819,72.0
2026-02-17,organic,4109.0,0.0481,208.0
2026-02-17,paid,2738.0,0.0718,208.0
2026-02-17,referral,982.0,0.0744,77.0
2026-02-18,organic,4366.0,0.0454,215.0
2026-02-18,paid,571.7999999999998,0.0661,38.0
2026-02-18,referral,1017.0,0.0796,88.0
2026-02-19,organic,4734.0,0.0425,198.0
2026-02-19,paid,528.5999999999999,0.0505,27.0
2026-02-19,referral,982.0,0.0954,105.0
2026-02-20,organic,3724.0,0.0393,145.0
2026-02-20,paid,473.3999999999999,0.0684,32.0
2026-02-20,referral,858.0,0.0953,81.0
2026-02-21,organic,2427.0,0.0512,123.0
2026-02-21,paid,285.79999999999995,0.0677,19.0
2026-02-21,referral,512.0,0.0859,40.0
2026-02-22,organic,2284.0,0.0505,127.0
2026-02-22,paid,265.19999999999993,0.0582,15.0
2026-02-22,referral,469.0,0.0922,41.0
2026-02-23,organic,3689.0,0.0477,191.0
2026-02-23,paid,519.3999999999999,0.0574,30.0
2026-02-23,referral,872.0,0.099,80.0
2026-02-24,organic,4433.0,0.0494,238.0
2026-02-24,paid,505.9999999999999,0.0608,31.0
2026-02-24,referral,930.0,0.0862,81.0
2026-02-25,organic,4354.0,0.0403,159.0
2026-02-25,paid,548.1999999999999,0.0683,37.0
2026-02-25,referral,916.0,0.0999,112.0
2026-02-26,organic,3961.0,0.0462,199.0
2026-02-26,paid,491.39999999999986,0.0588,29.0
2026-02-26,referral,1007.0,0.1048,93.0
2026-02-27,organic,3839.0,0.0454,172.0
2026-02-27,paid,477.7999999999999,0.0548,26.0
2026-02-27,referral,809.0,0.0942,91.0
2026-02-28,organic,2482.0,0.0456,99.0
2026-02-28,paid,316.79999999999995,0.0571,18.0
2026-02-28,referral,549.0,0.0964,57.0
2026-03-01,organic,2369.0,0.0468,100.0
2026-03-01,paid,283.5999999999999,0.0544,15.0
2026-03-01,referral,453.0,0.0864,47.0
2026-03-02,organic,4213.0,0.0513,198.0
2026-03-02,paid,567.5999999999999,0.0551,31.0
2026-03-02,referral,969.0,0.095,78.0
2026-03-03,organic,4326.0,0.0414,189.0
2026-03-03,paid,639.1999999999998,0.055,35.0
2026-03-03,referral,1041.0,0.0851,92.0
2026-03-04,organic,4419.0,0.0489,201.0
2026-03-04,paid,533.3999999999999,0.0637,34.0
2026-03-04,referral,989.0,0.0868,84.0
2026-03-05,organic,4300.0,0.0509,221.0
2026-03-05,paid,525.3999999999999,0.0609,32.0
2026-03-05,referral,911.0,0.0767,67.0
2026-03-06,organic,3504.0,0.0446,160.0
2026-03-06,paid,487.7999999999999,0.0509,25.0
2026-03-06,referral,843.0,0.087,72.0
2026-03-07,organic,2455.0,0.0412,104.0
2026-03-07,paid,271.79999999999995,0.057,15.0
2026-03-07,referral,618.0,0.0929,55.0
2026-03-08,organic,2280.0,0.0428,95.0
2026-03-08,paid,277.3999999999999,0.06,17.0
2026-03-08,referral,467.0,0.0876,36.0
2026-03-09,organic,4292.0,0.0463,186.0
2026-03-09,paid,544.5999999999999,0.0508,28.0
2026-03-09,referral,878.0,0.0952,88.0
2026-03-10,organic,4353.0,0.0435,197.0
2026-03-10,paid,563.3999999999999,0.058,33.0
2026-03-10,referral,925.0,0.0842,65.0
2026-03-11,organic,4257.0,0.044,191.0
2026-03-11,paid,535.9999999999999,0.0531,28.0
2026-03-11,referral,1071.0,0.0949,87.0
2026-03-12,organic,4536.0,0.0412,188.0
2026-03-12,paid,505.9999999999999,0.0593,30.0
2026-03-12,referral,1029.0,0.0958,110.0
2026-03-13,organic,3702.0,0.0472,173.0
2026-03-13,paid,465.9999999999999,0.0613,29.0
2026-03-13,referral,910.0,0.1059,80.0
2026-03-14,organic,2421.0,0.0427,118.0
2026-03-14,paid,302.79999999999995,0.0646,20.0
2026-03-14,referral,486.0,0.0928,47.0
2026-03-15,organic,2120.0,0.0453,87.0
2026-03-15,paid,297.99999999999994,0.0649,19.0
2026-03-15,referral,521.0,0.0852,39.0
2026-03-16,organic,4469.0,0.047,201.0
2026-03-16,paid,547.3999999999999,0.057,31.0
2026-03-16,referral,895.0,0.0715,59.0
2026-03-17,organic,4367.0,0.0426,183.0
2026-03-17,paid,541.9999999999999,0.0658,36.0
2026-03-17,referral,954.0,0.0943,94.0
2026-03-18,organic,4791.0,0.0442,202.0
2026-03-18,paid,476.7999999999999,0.0528,25.0
2026-03-18,referral,964.0,0.0976,94.0
2026-03-19,organic,3940.0,0.0467,182.0
2026-03-19,paid,562.1999999999999,0.0651,37.0
2026-03-19,referral,1003.0,0.0907,86.0
2026-03-20,organic,3859.0,0.042,182.0
2026-03-20,paid,470.3999999999999,0.066,31.0
2026-03-20,referral,827.0,0.0899,55.0
2026-03-21,organic,2365.0,0.0425,114.0
2026-03-21,paid,289.5999999999999,0.0647,19.0
2026-03-21,referral,567.0,0.0926,51.0
2026-03-22,organic,2141.0,0.0462,98.0
2026-03-22,paid,288.5999999999999,0.0636,18.0
2026-03-22,referral,482.0,0.0976,39.0
2026-03-23,organic,4201.0,0.0452,177.0
2026-03-23,paid,603.1999999999998,0.0578,35.0
2026-03-23,referral,986.0,0.0833,61.0
2026-03-24,organic,4128.0,0.0442,179.0
2026-03-24,paid,593.9999999999999,0.0588,35.0
2026-03-24,referral,943.0,0.0927,87.0
2026-03-25,organic,4548.0,0.0455,212.0
2026-03-25,paid,478.9999999999999,0.0546,26.0
2026-03-25,referral,929.0,0.0886,74.0
2026-03-26,organic,4354.0,0.0452,196.0
2026-03-26,paid,489.7999999999999,0.0587,29.0
2026-03-26,referral,1007.0,0.0972,92.0
2026-03-27,organic,4084.0,0.0478,188.0
2026-03-27,paid,484.5999999999999,0.0594,29.0
2026-03-27,referral,843.0,0.0898,79.0
2026-03-28,organic,2326.0,0.0481,105.0
2026-03-28,paid,308.3999999999999,0.0643,20.0
2026-03-28,referral,589.0,0.0914,56.0
2026-03-29,organic,2301.0,0.0441,90.0
2026-03-29,paid,278.19999999999993,0.0578,16.0
2026-03-29,referral,455.0,0.0953,49.0
2026-03-30,organic,4309.0,0.0432,173.0
2026-03-30,paid,475.3999999999999,0.0576,27.0
2026-03-30,referral,932.0,0.0889,90.0
2026-03-31,organic,4169.0,0.0458,186.0
2026-03-31,paid,534.3999999999999,0.0584,31.0
2026-03-31,referral,1079.0,0.097,109.0
